name,brand,price,ratings,specs_score,os,processor,ram,storage,graphics,screen_size,resoultion,cores,threads,warranty,image_url
Dell 14 7440 OIN74401002R1RINU1O Laptop (Intel Core 7 240H/ 16GB/512GB SSD/ Win11),Dell,77484.0,4.7,52.0,Windows 11 OS,Intel Core 7 240H,16 GB LPDDR5X RAM,512 GB SSD,Intel Integrated UHD,14 inches,1920 x 1200 pixels,10 Cores (6P + 4E), 16 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-iGaDdmjeY-w280-h280/dell-14-7440-oin7440.webp
HP Victus 15-fa2197TX Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB RTX 3050),HP,71490.0,4.3,57.0,Windows 11 OS,13th Gen Intel Core i5 13420H,16 GB DDR4 RAM,512 GB SSD,6 GB NVIDIA GeForce RTX 3050,15.6 inches,1920 x 1080 pixels,Octa Core (4P + 4E), 12 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-iEVatAz0G-w280-h280/hp-victus-15-fa2197t.webp
Asus Vivobook 16 2025 X1605VA-SH2010WS Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),Asus,71990.0,4.55,55.0,Windows 11 OS,13th Gen Intel Core i7 13620H,16 GB DDR4 RAM,512 GB SSD,Intel Integrated UHD,16 inches,1920 x 1200 pixels,10 Cores (6P + 4E), 16 Threads,Backlit Keyboard,https://cdn1.smartprix.com/rx-iDpUL5Ur2-w280-h280/asus-vivobook-16-202.webp
Lenovo LOQ 2025 83JG008MIN Gaming Laptop (AMD Ryzen 7 250/ 24GB/ 1TB/ Win11/ 8GB RTX 5060),Lenovo,129000.0,4.75,73.0,Windows 11 OS,AMD Ryzen 7 250,24 GB DDR5 RAM,1 TB SSD,8 GB NVIDIA GeForce RTX 5060,15.6 inches,1920 x 1080 pixels,Octa Core, 16 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-i5ig9LpaS-w280-h280/lenovo-loq-2025-83jg.webp
Samsung Galaxy Book 4 NP754XGK-LS2IN Laptop (Intel Core 5 Processor 120U/ 16GB/ 512GB SSD/ Win11),Samsung,52500.0,4.1,54.0,Windows 11 OS,Intel Core 5 Processor Series 1 120U,16 GB LPDDR4x RAM,512 GB SSD,Intel Graphics,15.6 inches,1920 x 1080 pixels,10 Cores (2P + 8E), 12 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-idluz4deF-w280-h280/samsung-galaxy-book.webp
Acer Aspire Lite AL15-52H UN.347SI.00V Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),Acer,50990.0,4.65,53.0,Windows 11 OS,12th Gen Intel Core i5 13420H,16 GB DDR4 RAM,512 GB SSD,Intel UHD Graphics,15.6 inches,1920 x 1080 pixels,Octa Core (4P + 4E), 12 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-iaVml4TUA-w280-h280/acer-aspire-lite-al1.webp
Lenovo IdeaPad Slim 3 83N3002QIN Laptop (Qualcomm Snapdragon X/ 16GB/ 512GB SSD/Win11 Home),Lenovo,60999.0,4.55,,1 Year Warranty,Qualcomm Snapdragon X X1-26-100,512 GB SSD,Qualcomm Adreno GPU,"15.3 inches, 1920 x 1200 pixels",Windows 11 OS,,16 GB LPDDR5X RAM,,2 USB 3.0 Ports,https://cdn1.smartprix.com/rx-iaclNEf7X-w280-h280/lenovo-ideapad-slim.webp
Lenovo LOQ 2024 15IRX9 83DV01AAIN Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB RTX4050),Lenovo,89990.0,4.35,66.0,Windows 11 OS,13th Gen Intel Core i5 13450HX,16 GB DDR5 RAM,512 GB SSD,6 GB NVIDIA GeForce RTX 4050,15.6 inches,1920 x 1080 pixels,10 Cores (6P + 4E), 16 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-iT6k5GN8t-w280-h280/lenovo-loq-2024-15ir.webp
Asus Vivobook 14 2025 X1504VAP-BQ541WS Laptop (Intel Core 5 120U/ 16GB/ 512GB SSD/ Win11),Asus,50990.0,4.75,,Windows 11 OS,1st Gen Intel Core 5 120U,16 GB DDR4 RAM,512 GB SSD,Intel Graphics,15.6 inches,1920 x 1080 pixels,10 Cores (2P + 8E), 12 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-iONjgfuSh-w280-h280/asus-vivobook-14-202.webp
Lenovo IdeaPad Slim 3 83K100C9IN Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),Lenovo,66990.0,4.75,53.0,Windows 11 OS,13th Gen Intel Core i7 13620H,16 GB DDR5 RAM,512 GB SSD,Intel Integrated UHD,15.3 inches,1920 x 1200 pixels,10 Cores (6P + 4E), 16 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-irOCITla1-w280-h280/lenovo-ideapad-slim.webp
HP ZBook Fury 16 G10 8Y522EC Mobile Workstation Laptop (13th Gen Core i7/ 32GB/ 512GB SSD/ Win11/ RTX A1000 6GB Graph),HP,201600.0,4.7,75.0,Windows 11 OS,13th Gen Intel Core i7 13850HX,32 GB DDR5 RAM,512 GB SSD,6 GB NVIDIA RTX A1000,16 inches,3840 x 2400 pixels,20 Cores (8P + 12E), 28 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-i07vSd9jN-w280-h280/hp-zbook-fury-16-g10.webp
Ultimus Apex NU14U7INC56BN Laptop (Celeron N4020/ 8GB/ 512GB SSD/ Win11 Home),Ultimus,17990.0,4.4,,Windows 11 OS,Intel Celeron N4020,8 GB DDR4 RAM,512 GB SSD,Intel Integrated,14.1 inches,1920 x 1080 pixels,Dual Core, 2 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-iZJpkG0eo-w280-h280/ultimus-apex-nu14u7i.webp
Dell 14 Plus 2025 DB14250 Laptop (Intel Core Ultra 7 256V/ 16GB/ 512GB SSD/Win11 Home),Dell,116990.0,4.55,66.0,Windows 11 OS,Intel Core Ultra 7 256V,16 GB LPDDR5X RAM,512 GB SSD,Intel Integrated Arc,14 inches,2560 x 1440 pixels,Octa Core (4P + 4LP-E), 8 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-im5MCwxTM-w280-h280/dell-14-plus-2025-db.webp
MSI Cyborg 15 B2RWFKG-215IN Gaming Laptop (Intel Core 7 240H/ 16GB/ 1TB SSD/ Win11/ 8GB RTX 5060 Graph),MSI,119990.0,4.5,65.0,Windows 11 OS,Intel Core 7 240H,16 GB DDR5 RAM,1 TB SSD,8 GB NVIDIA GeForce RTX 5060,15.6 inches,1920 x 1080 pixels,10 Cores (6P + 4E), 16 Threads,2 Year Warranty,https://cdn1.smartprix.com/rx-iGfCtftNP-w280-h280/msi-cyborg-15-b2rwfk.webp
Lenovo IdeaPad 3 15ITL05 82H802L3IN Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),Lenovo,39499.0,4.75,54.0,Windows 11 OS,11th Gen Intel Core i3 1115G4,8 GB DDR4 RAM,512 GB SSD,Intel Integrated UHD,15.6 inches,1920 x 1080 pixels,Dual Core, 4 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-i4nQyiy4O-w280-h280/lenovo-ideapad-3-15i.webp
Acer Aspire 14 AI A14-11M NX.JP3SI.001 Laptop ( Qualcomm Snapdragon X X1-26-100/ 16GB/ 512GB SSD/ Win11 Home),Acer,59990.0,4.6,,Windows 11 OS,Qualcomm Snapdragon X X1-26-100,16 GB LPDDR5X RAM,512 GB SSD,Qualcomm Adreno SD X Adreno X1-45,14 inches,1920 x 1200 pixels,Octa Core, 8 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-i9bsq0sP4-w280-h280/acer-aspire-14-ai-a1.webp
HP Envy x360 14-fc0179TU Laptop (Intel Core Ultra 7 155U/ 32GB/ 1TB SSD/ Win11),HP,129800.0,4.75,70.0,Windows 11 OS,Intel Core Ultra 7 155U,32 GB  RAM,1 TB SSD,Integrated Intel Graphics,14 inches,1920 x 1200 pixels,12 Cores (2P + 8E + 2LP-E), 14 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-i8DwMBlCl-w280-h280/hp-envy-x360-14-fc01.webp
Lenovo ThinkBook 16 21SHS00U00 Laptop (Intel Core 5 210H/ 8GB/ 512GB SSD/ DOS),Lenovo,58490.0,4.4,,Windows 11 OS,Intel Core 5 210H,8 GB  RAM,512 GB SSD,Intel Graphics,16 inches,1920 x 1080 pixels,Octa Core (4P + 4E), 12 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-i0G4YQdGh-w280-h280/lenovo-thinkbook-16.webp
Alienware 16 Aurora OAN1625000801MINO Gaming Laptop (Intel Core 7 240H/ 16GB/ 1TB SSD/ Win 11/ RTX 5050 8GB Graph),Alienware,135000.0,4.0,68.0,Windows 11 OS,Intel Core 7 240H,16 GB DDR5 RAM,1 TB SSD,8 GB NVIDIA GEFORCE RTX 5050,16 inches,2560 x 1600 pixels,10 Cores (6P + 4E), 16 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-iSEKajf7S-w280-h280/alienware-16-aurora.webp
Dell 14 Plus DB14250 Laptop (Intel Core Ultra 5 226V/ 16GB/ 512GB SSD/Windows 11 Home),Dell,72990.0,4.25,59.0,Windows 11 OS,5th Gen Intel Core Ultra 5 226V,16 GB LPDDR5X RAM,512 GB SSD,Intel Integrated Arc,14 inches,2560 x 1600 pixels,Octa Core (4P + 4LP-E), 8 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-iOav5sVjx-w280-h280/dell-14-plus-db14250.webp
HP 15-fd0668TU Laptop (13th Gen Core i3/ 16GB/ 512GB SSD/ Win11 Home),HP,37999.0,4.4,54.0,Windows 11 OS,13th Gen Intel Core i3 1315U,16 GB DDR4 RAM,512 GB SSD,Intel Integrated UHD,15.6 inches,1920 x 1080 pixels,Hexa Core (2P + 4E), 8 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-i5KseoGGl-w280-h280/hp-15-fd0668tu-lapto.webp
Lenovo Yoga Slim 7 14IMH9 83CV00DFIN Laptop (Intel Core Ultra 5 125H/ 16GB/ 512GB SSD/ Win11),Lenovo,81990.0,4.1,51.0,Windows 11 OS,Intel Core Ultra 5 Series 1 125H,16 GB LPDDR5x RAM,512 GB SSD,Integrated Intel Arc Graphics,14 inches,1920 x 1200 pixels,14 Cores (4P + 8E + 2LP-E), 18 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-ima3MMgW7-w280-h280/lenovo-yoga-slim-7-1.webp
Asus VivoBook 14 2025 X1404VA-EB321WS Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),Asus,34990.0,4.25,51.0,Windows 11 OS,13th Gen Intel Core i3 1315U,8 GB DDR4 RAM,512 GB SSD,Intel UHD Graphics,14 inches,1920 x 1080 pixels,Hexa Core (2P + 4E), 8 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-iyJaEwiT8-w280-h280/asus-vivobook-14-202.webp
MSI Cyborg 15 B2RWEKG-217IN Gaming Laptop (Intel Core 5 210H/ 16GB/ 512GB/ Win 11/ 8GB RTX 5050),MSI,92990.0,4.0,62.0,Windows 11 OS,Intel 210H,16 GB DDR5 RAM,512 GB SSD,8 GB NVIDIA GeForce RTX 5050,15.6 inches,1920 x 1080 pixels,Octa Core (4P + 4E), 12 Threads,2 Year Warranty,https://cdn1.smartprix.com/rx-ivAafr5tl-w280-h280/msi-cyborg-15-b2rwek.webp
MSI Thin 15 B13UDX-126IN Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win 11/ 6GB RTX 3050),MSI,82590.0,4.4,61.0,Windows 11 OS,13th Gen Intel Core i7 13620H,16 GB DDR4 RAM,1 TB SSD,6 GB NVIDIA GeForce RTX 3050,15.6 inches,1920 x 1080 pixels,10 Cores (6P + 4E), 16 Threads,2 Year Warranty,https://cdn1.smartprix.com/rx-iuw0aiiNq-w280-h280/msi-thin-15-b13udx-1.webp
Walker NU15A1 Laptop (Celeron N4020/ 8GB/ 256GB SSD / Win11 Home),Walker,16990.0,4.25,,Windows 11 OS,Intel Celeron N4020,8 GB LPDDR4 RAM,256 GB SSD,‎Intel UHD Graphics 600,15.6 inches,1920 x 1080 pixels,Dual Core, 2 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-iDCi7g2yD-w280-h280/walker-nu15a1-laptop.webp
HP ZBook Firefly 16 G11 Laptop (Intel Core Ultra 5/ 16GB/ 1TB SSD/ Win11/ 4GB Graphics),HP,91999.0,4.3,64.0,Windows 11 OS,Intel Core Ultra 5 Series 1 125H,16 GB  RAM,1 TB SSD,4 GB NVIDIA RTX A500,16 inches,1920 x 1200 pixels,14 Cores (4P + 8E + 2LP-E), 18 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-iaAHhgExK-w280-h280/hp-zbook-firefly-16.webp
Asus Vivobook Go 14 E1404FA-EB2542WS Laptop (AMD Ryzen 5 7520U/ 16GB/ 512GB SSD/ Win 11),Asus,40990.0,4.7,53.0,Windows 11 OS,7th Gen AMD Ryzen 5 7520U,16 GB LPDDR5 RAM,512 GB SSD,AMD Radeon,14 inches,1920 x 1080 pixels,Quad Core, 8 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-iPKGdfGmi-w280-h280/asus-vivobook-go-14.webp
MSI Thin 15 B13UDX-3090IN Gaming Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win 11/ 6GB RTX 3050),MSI,67990.0,4.5,63.0,Windows 11 OS,13th Gen Intel Core i5 13420H,16 GB DDR4 RAM,1 TB SSD,6 GB NVIDIA GeForce RTX 3050,15.6 inches,1920 x 1080 pixels,Octa Core (4P + 4E), 12 Threads,2 Year Warranty,https://cdn1.smartprix.com/rx-iadD2QJ0F-w280-h280/msi-thin-15-b13udx-3.webp
Dell Inspiron 5440 OIN5440340201RINU1O Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11),Dell,59990.0,4.4,50.0,Windows 11 OS,13th Gen Intel Core i5 1334U,8 GB DDR5 RAM,512 GB SSD,Intel Integrated Intel,14 inches,1920 x 1200 pixels,10 Cores (2P + 8E), 12 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-i4LdQorYb-w280-h280/dell-inspiron-5440-o.webp
Lenovo V14 83A0003GIN Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11),Lenovo,32638.0,4.1,,Windows 11 OS,13th Gen Intel Core i3 1315U,8 GB  RAM,512 GB SSD,Intel Integrated UHD,14 inches,1920 x 1080 pixels,Hexa Core (2P + 4E), 8 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-iLgmUYxfv-w280-h280/lenovo-v14-83a0003gi.webp
Lenovo LOQ 2025 83JG008NIN Gaming Laptop (AMD Ryzen 7 250/ 24GB/ 1TB/ Win11/ 8GB RTX 5050),Lenovo,112990.0,4.35,73.0,Windows 11 OS,AMD Ryzen 7 250,24 GB DDR5 RAM,1 TB SSD,8 GB NVIDIA GeForce RTX 5050,15.6 inches,1920 x 1080 pixels,Octa Core, 16 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-iifdTzXPL-w280-h280/lenovo-loq-2025-83jg.webp
Samsung Galaxy Book 2 NP641BED-KA3IN Laptop (12th Gen Core i5/ 16GB/ 1TB SSD/ Win11),Samsung,69999.0,4.1,51.0,Windows 11 OS,12th Gen Intel Core i5 1235U,16 GB LPDDR4 RAM,1 TB SSD,Intel Integrated UHD,14 inches,1920 x 1080 pixels,10 Cores (2P + 8E), 12 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-iNgRL0kDO-w280-h280/samsung-galaxy-book.webp
Acer Aspire 7 A715-79G UN.U35SI.001 Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),Acer,82990.0,4.3,63.0,Windows 11 OS,13th Gen Intel Core i7 13620H,16 GB DDR4 RAM,1 TB SSD,6 GB NVIDIA GeForce RTX 4050,15.6 inches,1920 x 1080 pixels,10 Cores (6P + 4E), 16 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-i5kJedGil-w280-h280/acer-aspire-7-a715-7.webp
Lenovo IdeaPad Slim 3 15IRU8 82X700HMIN Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),Lenovo,38700.0,4.35,51.0,Windows 11 OS,13th Gen Intel Core i3 1315U,8 GB LPDDR5 RAM,512 GB SSD,Intel UHD Graphics,15.6 inches,1920 x 1080 pixels,Hexa Core (2P + 4E), 8 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-iHNNmN079-w280-h280/lenovo-ideapad-slim.webp
HP OmniBook 5 Flip 14-fp0789TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),HP,68490.0,4.25,54.0,Windows 11 OS,13th Gen Intel Core i5 1334U,16 GB LPDDR5 RAM,512 GB SSD,Intel Integrated Iris Xe,14 inches,1920 x 1200 pixels,10 Cores (2P + 8E), 12 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-ixzeXbgVl-w280-h280/hp-omnibook-5-flip-1.webp
Asus Vivobook Go 14 E1404FA-EB2521WS Laptop (AMD Ryzen 5 7520U/ 8GB/ 512GB SSD/ Win11 Home),Asus,36990.0,4.0,51.0,Windows 11 OS,7th Gen AMD Ryzen 5 7520U,8 GB LPDDR5 RAM,512 GB SSD,AMD Radeon,14 inches,1920 x 1080 pixels,Quad Core, 8 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-ifgfL0vlE-w280-h280/asus-vivobook-go-14.webp
Lenovo ThinkPad X1 2-in-1 21KES08L00 Laptop (Intel Core Ultra 7 155U/ 32GB/ 1TB SSD/ Win11 Pro),Lenovo,230490.0,4.2,71.0,Windows 11 OS,Intel Core Ultra 7 155U,32 GB  RAM,1 TB SSD,Intel integrated,14 inches,1920 x 1200 pixels,12 Cores (2P + 8E + 2LP-E), 14 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-il1bMWkHa-w280-h280/lenovo-thinkpad-x1-2.webp
Acer Travel Lite TL14-52M Laptop (Intel Core 5-120U/ 32GB/ 512GB SSD/ Win11),Acer,52890.0,4.55,53.0,Windows 11 OS,Intel Core 5 120U,32 GB DDR4 RAM,512 GB SSD,Intel Integrated,14 inches,1920 x 1080 pixels,10 Cores (2P + 8E), 12 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-iWhanlVRE-w280-h280/acer-travel-lite-tl1.webp
Acer Aspire Lite AL15-52H Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),Acer,57990.0,4.0,56.0,Windows 11 OS,13th Gen Intel Core i7 13620H,16 GB LPDDR5 RAM,512 GB SSD,Intel Integrated UHD,15.6 inches,1920 x 1080 pixels,10 Cores (6P + 4E), 16 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-i0c9sCteT-w280-h280/acer-aspire-lite-al1.webp
HP Victus 15-fb3120AX Gaming Laptop (AMD Ryzen 7 7445H/ 16GB/ 512GB SSD/ Win11/ RTX 3050),HP,74500.0,4.75,65.0,Windows 11 OS,7th Gen AMD Ryzen 7 7445H,16 GB DDR5 RAM,512 GB SSD,6 GB NVIDIA GeForce RTX 3050,15.6 inches,1920 x 1080 pixels,Octa Core, 16 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-imzKQZj1u-w280-h280/hp-victus-15-fb3120a.webp
HP 255 G10 Laptop (AMD Ryzen 7 7730U/ 16GB/ 512GB SSD/ Win11),HP,55990.0,4.25,55.0,Windows 11 OS,7th Gen AMD Ryzen 7 7730U,16 GB DDR4 RAM,512 GB SSD,AMD Radeon Graphics,15.6 inches,1920 x 1080 pixels,Octa Core, 16 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-iWVVWJTkA-w280-h280/hp-255-g10-laptop-am.webp
HP Omen 16-am0277TX  Gaming Laptop (Intel Core 7 240H/ 24GB/ 1TB SSD/ Win11/ 8GB RTX 5050 Graph),HP,125550.0,4.0,69.0,Windows 11 OS,Intel Core 7 240H,24 GB DDR5 RAM,1 TB SSD,8 GB NVIDIA GeForce RTX 5050,16 inches,1920 x 1200 pixels,10 Cores (6P + 4E), 16 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-iHyrwsA11-w280-h280/hp-omen-16-am0277tx.webp
Asus Vivobook Go 15 E510KAB-BR1125WS Laptop (Intel Celeron N4500/ 8GB/ 512GB SSD/ Win11 Home),Asus,24990.0,4.3,,Windows 11 OS,Intel Celeron Dual Core N4500,8 GB DDR4 RAM,512 GB SSD,Intel Integrated UHD,15.6 inches,1366 x 768 pixels,Dual Core, 2 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-iQYVJQpHa-w280-h280/asus-vivobook-go-15.webp
HP 14-ep0385TU Laptop (Intel Core 5-120U/ 16GB/ 512GB SSD/ Win11 Home),HP,57100.0,4.6,,Windows 11 OS,Intel Core 5 120U,16 GB  RAM,512 GB SSD,Inte Graphics,14 inches,1920 x 1080 pixels,10 Cores (2P + 8E), 12 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-ix4Q8O8Xz-w280-h280/hp-14-ep0385tu-lapto.webp
Acer Predator Helios Neo 16 AI PHN16-73 Gaming Laptop (Intel Core Ultra 9 275HX/ 32GB/ 2TB SSD/ Win11/ RTX 5070 8GB Graphics),Acer,229999.0,4.3,,Windows 11 OS,Intel Core Ultra 9 275HX,32 GB LPDDR5X RAM,2 TB SSD,8 GB NVIDIA GeForce RTX 5070,16 inches,2560 x 1600 pixels,24 Cores (8P + 16E), 24 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-ihgQOM1bb-w280-h280/acer-predator-helios.webp
Asus Vivobook 15 X1504VA-E83959WS Laptop (13th Gen Core i3/ 16GB/ 512GB SSD/ Win11),Asus,42990.0,4.35,54.0,Windows 11 OS,13th Gen Intel Core i3 1315U,16 GB  RAM,512 GB SSD,Integrated Intel Graphics,15.6 inches,1920 x 1080 pixels,Hexa Core (2P + 4E), 8 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-iSvYJ1EJq-w280-h280/asus-vivobook-15-x15.webp
Asus Vivobook 15 X1504VA-NJ3320WS Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11),Asus,34990.0,4.45,52.0,Windows 11 OS,13th Gen Intel Core i3 1315U,8 GB  RAM,512 GB SSD,Integrated Intel Graphics,15.6 inches,1920 x 1080 pixels,Hexa Core (2P + 4E), 8 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-iB27TfKof-w280-h280/asus-vivobook-15-x15.webp
Lenovo Ideapad Slim 3 82X6005KIN Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win 11),Lenovo,39900.0,4.5,,Windows 11 OS,13th Gen Intel Core i3 1315U,8 GB LPDDR5 RAM,512 GB SSD,Integrated Intel UHD Graphics,15.6 inches,1920 x 1080 pixels,Hexa Core (2P + 4E), 8 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-iHbYWqLOa-w280-h280/lenovo-ideapad-slim.webp
Asus Vivobook 15 X1502VA-BQ1297WS Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11),Asus,56990.0,4.35,55.0,Windows 11 OS,13th Gen Intel Core i5 13420H,16 GB DDR4 RAM,1 TB SSD,Intel UHD Graphics,15.6 inches,1920 x 1080 pixels,Octa Core (4P + 4E), 12 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-ipN6Snvyq-w280-h280/asus-vivobook-15-x15.webp
Lenovo IdeaPad Slim 3 15ABR8 82XM0118IN Laptop (AMD Ryzen 5 5625U/ 16GB/ 512GB SSD/ Win11 Home),Lenovo,47500.0,4.45,55.0,Windows 11 OS,5th Gen AMD Ryzen 5 5625U,16 GB DDR4 RAM,512 GB SSD,Intel UHD Graphics,15.3 inches,1920 x 1080 pixels,Hexa Core, 12 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-iFbO8XGuB-w280-h280/lenovo-ideapad-slim.webp
HP Omen 16-ap0183AX Gaming Laptop (AMD Ryzen AI 7 350/ 24GB/ 1TB SSD/ Win11/ 8GB RTX 5060 Graph),HP,149990.0,4.6,69.0,Windows 11 OS,AMD Ryzen AI 7 350,24 GB DDR5 RAM,1 TB SSD,8 GB NVIDIA GeForce RTX 5060,16 inches,1920 x 1200 pixels,Octa Core, 16 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-iNWDYdxZa-w280-h280/hp-omen-16-ap0183ax.webp
Lenovo Ideapad Slim 5 83HR000WIN Laptop (13th Gen Core i5/ 16GB RAM/ 1TB SSD/ Win 11),Lenovo,72500.0,4.05,55.0,Windows 11 OS,13th Gen Intel Core i5 13420H,16 GB DDR5 RAM,1 TB SSD,Intel Integrated UHD,14 inches,1920 x 1200 pixels,Octa Core (4P + 4E), 12 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-i7fFCU2FA-w280-h280/lenovo-ideapad-slim.webp
Asus Vivobook 14 2025 X1407CA-LY1581WS Laptop (Intel Core Ultra 5 225H/ 16GB/ 1TB SSD/ Win11),Asus,71990.0,4.3,59.0,Windows 11 OS,Intel Core Ultra 5 225H,16 GB DDR5 RAM,1 TB SSD,Intel Integrated Intel,14 inches,1920 x 1200 pixels,14 Cores (4P + 8E + 2LP-E), 14 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-i8aalPEcq-w280-h280/asus-vivobook-14-202.webp
HP Omen 16-am0239TX Gaming Laptop (14th Gen Core i7/ 24GB/ 1TB SSD/ Win11/ 8GB RTX 5060 Graph),HP,149990.0,4.7,78.0,Windows 11 OS,14th Gen Intel Core i7 14650HX,24 GB DDR5 RAM,1 TB SSD,8 GB NVIDIA GeForce RTX 5060,16 inches,1920 x 1200 pixels,16 Cores (8P + 8E), 24 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-ixI6esaRu-w280-h280/hp-omen-16-am0239tx.webp
HP 15-fd0533TU Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),HP,41700.0,4.25,55.0,Windows 11 OS,13th Gen Intel Core i3 1315U,8 GB DDR4 RAM,512 GB SSD,Intel Integrated UHD,15.6 inches,1920 x 1080 pixels,Hexa Core (2P + 4E), 8 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-iwmeszXK8-w280-h280/hp-15-fd0533tu-lapto.webp
MSI Modern 14 C13M-115IN Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),MSI,35900.0,4.5,54.0,Windows 11 OS,13th Gen Intel Core i3 1315U,8 GB DDR4 RAM,512 GB SSD,Intel Integrated,14 inches,1920 x 1080 pixels,Hexa Core (2P + 4E), 8 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-igCj7sxC8-w280-h280/msi-modern-14-c13m-1.webp
Asus Expertbook P1 P1503CVA-S71076WS Laptop (13th Gen Core i7/ 32GB/ 512GB/ Win11),Asus,72990.0,4.2,61.0,Windows 11 OS,13th Gen Intel Core i7 13620H,32 GB DDR5 RAM,512 GB SSD,Intel Integrated UHD,15.6 inches,1920 x 1080 pixels,10 Cores (6P + 4E), 16 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-iQqMwujje-w280-h280/asus-expertbook-p1-p.webp
Ultimus U3 NU14U8INV56LS Laptop (AMD Ryzen 5 5500U/ 8GB/ 512GB SSD/Win11 Home),Ultimus,23990.0,4.15,,Windows 11 OS,5th Gen AMD Ryzen 5 5500U,8 GB DDR4 RAM,256 GB SSD,AMD Integrated,14.1 inches,1920 x 1080 pixels,Hexa Core, 12 Threads,1 Year Warranty,https://cdn1.smartprix.com/rx-igK5WkV5k-w280-h280/ultimus-u3-nu14u8inv.webp
